Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
Virginia,US,39.08990083,-77.63481877,25/03/2020,20,0,0
Iowa,US,41.21842119,-91.26102611,25/03/2020,0,0,0
Virginia,US,37.97850256,-77.96274807,25/03/2020,3,0,0
Nebraska,US,41.91371961,-99.45440415,25/03/2020,0,0,0
Oklahoma,US,33.95273467,-97.23906784,25/03/2020,0,0,0
Texas,US,31.84947612,-103.5818571,25/03/2020,0,0,0
Alabama,US,32.1597283,-86.65158371,25/03/2020,0,0,0
Georgia,US,30.83568832,-83.27056716,25/03/2020,11,0,0
Mississippi,US,33.47386518,-88.4419153,25/03/2020,6,0,0
Texas,US,33.61008596,-101.8204789,25/03/2020,13,0,0
Iowa,US,41.02958964,-93.32780803,25/03/2020,0,0,0
Ohio,US,41.62101218,-83.65468618,25/03/2020,23,2,0
Michigan,US,46.47227431,-85.54471223,25/03/2020,1,0,0
Georgia,US,34.57286511,-84.00425681,25/03/2020,3,0,0
New Mexico,US,32.18179341,-107.7508826,25/03/2020,0,0,0
Virginia,US,36.94618528,-78.24133319,25/03/2020,0,0,0
Pennsylvania,US,41.17823008,-75.98447579,25/03/2020,27,1,0
Pennsylvania,US,41.34310539,-77.06629984,25/03/2020,1,0,0
South Dakota,US,43.89522709,-99.85201878,25/03/2020,1,0,0
Virginia,US,37.40021399,-79.19888138,25/03/2020,2,0,0
Texas,US,33.17657705,-101.8162849,25/03/2020,0,0,0
Iowa,US,43.38107862,-96.20926845,25/03/2020,0,0,0
Kansas,US,38.45576156,-96.15275715,25/03/2020,4,0,0
Kentucky,US,37.02080035,-88.07886257,25/03/2020,1,0,0
Minnesota,US,44.41327865,-95.83806103,25/03/2020,0,0,0
Nevada,US,39.01777974,-119.1870479,25/03/2020,1,0,0
Michigan,US,46.07028979,-85.04980537,25/03/2020,0,0,0
Michigan,US,42.69158356,-82.92752801,25/03/2020,281,7,0
Alabama,US,32.38759944,-85.69267724,25/03/2020,0,0,0
Georgia,US,32.35207048,-84.04234127,25/03/2020,1,0,0
Illinois,US,39.86064913,-88.96342505,25/03/2020,0,0,0
Missouri,US,39.83049768,-92.56453089,25/03/2020,0,0,0
North Carolina,US,35.14867843,-83.41696617,25/03/2020,0,0,0
Tennessee,US,36.53157855,-86.00778595,25/03/2020,0,0,0
Illinois,US,39.26119767,-89.92424028,25/03/2020,0,0,0
California,US,37.21513971,-119.7665589,25/03/2020,6,0,0
Alabama,US,34.76327133,-86.55069633,25/03/2020,35,0,0
Arkansas,US,36.01038185,-93.72524943,25/03/2020,0,0,0
Florida,US,30.44396917,-83.47398594,25/03/2020,0,0,0
Georgia,US,34.12920917,-83.21218732,25/03/2020,1,0,0
Idaho,US,43.78141028,-111.6538474,25/03/2020,2,0,0
Illinois,US,38.83042506,-89.90422563,25/03/2020,3,0,0
Indiana,US,40.16143691,-85.71964711,25/03/2020,4,0,0
Iowa,US,41.33081904,-94.01554631,25/03/2020,0,0,0
Kentucky,US,37.71659336,-84.27220275,25/03/2020,2,0,0
Louisiana,US,32.36918118,-91.23973355,25/03/2020,0,0,0
Mississippi,US,32.63389156,-90.03513564,25/03/2020,17,0,0
Missouri,US,37.47865134,-90.3467143,25/03/2020,0,0,0
Montana,US,45.30080065,-111.9173017,25/03/2020,2,0,0
Nebraska,US,41.91676024,-97.6005481,25/03/2020,1,0,0
New York,US,42.91653905,-75.67266639,25/03/2020,7,1,0
North Carolina,US,35.85402722,-82.71346418,25/03/2020,0,0,0
Ohio,US,39.89381073,-83.40178317,25/03/2020,2,0,0
Tennessee,US,35.61181957,-88.84076036,25/03/2020,2,0,0
Texas,US,30.96694679,-95.93003775,25/03/2020,0,0,0
Virginia,US,38.41531222,-78.28220331,25/03/2020,1,0,0
Kentucky,US,37.70820545,-83.0657714,25/03/2020,0,0,0
Iowa,US,41.33521503,-92.64083907,25/03/2020,0,0,0
Minnesota,US,47.32557075,-95.80921485,25/03/2020,0,0,0
Ohio,US,41.01631101,-80.77287029,25/03/2020,42,0,0
Oklahoma,US,36.31149996,-98.53467076,25/03/2020,0,0,0
Oregon,US,43.1937027,-117.6227395,25/03/2020,0,0,0
Virginia,US,38.7464321,-77.48509905,25/03/2020,0,0,0
Virginia,US,38.77058531,-77.44399307,25/03/2020,0,0,0
Florida,US,27.47196942,-82.31831044,25/03/2020,22,1,0
Michigan,US,44.33352407,-86.05626916,25/03/2020,1,0,0
Wisconsin,US,44.11946801,-87.80928853,25/03/2020,0,0,0
Wisconsin,US,44.89792533,-89.75863384,25/03/2020,1,0,0
Alabama,US,32.24767634,-87.78796182,25/03/2020,0,0,0
Arizona,US,33.34835867,-112.4918154,25/03/2020,251,2,0
Missouri,US,38.16193985,-91.92249662,25/03/2020,0,0,0
California,US,38.07122463,-122.7210631,25/03/2020,53,0,0
Wisconsin,US,45.38553432,-88.033246,25/03/2020,0,0,0
Alabama,US,34.13697363,-87.88704173,25/03/2020,3,0,0
Arkansas,US,36.26844485,-92.68451899,25/03/2020,0,0,0
Florida,US,29.21227113,-82.05803627,25/03/2020,5,0,0
Georgia,US,32.3483402,-84.52733571,25/03/2020,0,0,0
Illinois,US,38.64963204,-88.91899208,25/03/2020,0,0,0
Indiana,US,39.78163624,-86.13826325,25/03/2020,226,6,0
Iowa,US,41.33445101,-93.09934783,25/03/2020,0,0,0
Kansas,US,38.35855394,-97.0985251,25/03/2020,0,0,0
Kentucky,US,37.55218078,-85.26898542,25/03/2020,0,0,0
Mississippi,US,31.23132643,-89.8209217,25/03/2020,1,0,0
Missouri,US,39.80601912,-91.62203062,25/03/2020,0,0,0
Ohio,US,40.58610662,-83.15736305,25/03/2020,4,0,0
Oregon,US,44.90287942,-122.5815117,25/03/2020,43,2,0
South Carolina,US,34.07859748,-79.36400756,25/03/2020,1,0,0
Tennessee,US,35.12997174,-85.62265895,25/03/2020,1,0,0
Texas,US,32.79868409,-94.3566123,25/03/2020,0,0,0
West Virginia,US,39.50984542,-80.24244659,25/03/2020,0,0,0
California,US,37.57978556,-119.9073334,25/03/2020,0,0,0
South Carolina,US,34.59905577,-79.67561152,25/03/2020,1,0,0
Michigan,US,46.4338914,-87.64043701,25/03/2020,1,0,0
Wisconsin,US,43.81911946,-89.40073763,25/03/2020,0,0,0
Alabama,US,34.36975964,-86.30486727,25/03/2020,1,0,0
Illinois,US,41.0327901,-89.34510444,25/03/2020,1,0,0
Indiana,US,41.32467367,-86.26185087,25/03/2020,0,0,0
Iowa,US,42.03586837,-92.9990819,25/03/2020,0,0,0
Kansas,US,39.78359669,-96.52278974,25/03/2020,0,0,0
Kentucky,US,36.8800707,-88.32803576,25/03/2020,0,0,0
Minnesota,US,48.35825983,-96.37017407,25/03/2020,0,0,0
Mississippi,US,34.76216286,-89.50299462,25/03/2020,4,0,0
Oklahoma,US,34.02311222,-96.76855464,25/03/2020,0,0,0
South Dakota,US,45.75870838,-97.59855639,25/03/2020,0,0,0
Tennessee,US,35.45798777,-86.76420988,25/03/2020,0,0,0
West Virginia,US,39.86064362,-80.66591062,25/03/2020,2,0,0
Florida,US,27.0772071,-80.43109784,25/03/2020,4,0,0
Indiana,US,38.7099921,-86.80373186,25/03/2020,0,0,0
Kentucky,US,37.79990579,-82.51247478,25/03/2020,1,0,0
Minnesota,US,43.67429718,-94.55099908,25/03/2020,10,0,0
North Carolina,US,35.84326734,-77.10860251,25/03/2020,0,0,0
Texas,US,32.30600051,-101.9513518,25/03/2020,0,0,0
Virginia,US,36.68212094,-79.86352771,25/03/2020,0,0,0
Illinois,US,40.23917274,-89.91824452,25/03/2020,0,0,0
Kentucky,US,38.59471935,-83.82151043,25/03/2020,0,0,0
Michigan,US,43.99509218,-86.24988902,25/03/2020,0,0,0
Texas,US,30.71780434,-99.22629416,25/03/2020,0,0,0
Washington,US,47.35007586,-123.1863685,25/03/2020,2,0,0
West Virginia,US,38.77071799,-82.02524219,25/03/2020,0,0,0
Illinois,US,37.22078441,-88.71036614,25/03/2020,0,0,0
Texas,US,28.81955746,-96.01230294,25/03/2020,6,1,0
Alaska,US,62.31305045,-149.5741743,25/03/2020,0,0,0
Virginia,US,37.44164146,-76.34098896,25/03/2020,1,0,0
Hawaii,US,20.86399628,-156.5689097,25/03/2020,9,0,0
Tennessee,US,35.6187413,-87.07462444,25/03/2020,7,0,0
Texas,US,28.7429195,-100.3157686,25/03/2020,1,0,0
Oklahoma,US,36.30179091,-95.23175116,25/03/2020,1,0,0
Oklahoma,US,35.01123903,-97.44572302,25/03/2020,1,0,0
Montana,US,47.64469406,-105.7944994,25/03/2020,0,0,0
South Dakota,US,43.6742571,-97.36863144,25/03/2020,2,0,0
South Carolina,US,33.90161443,-82.30794338,25/03/2020,0,0,0
Kentucky,US,37.05350953,-88.70445755,25/03/2020,2,0,0
Kentucky,US,36.73874143,-84.48102924,25/03/2020,0,0,0
Texas,US,31.1925468,-99.34682807,25/03/2020,0,0,0
Oklahoma,US,34.11664328,-94.77222373,25/03/2020,0,0,0
Missouri,US,36.62869595,-94.34867205,25/03/2020,1,0,0
Illinois,US,40.45674722,-90.67775541,25/03/2020,0,0,0
North Carolina,US,35.67736232,-82.0482425,25/03/2020,2,0,0
West Virginia,US,37.38002939,-81.65083669,25/03/2020,0,0,0
Georgia,US,33.47851918,-82.48252774,25/03/2020,0,0,0
Illinois,US,42.32451172,-88.45248227,25/03/2020,19,0,0
North Dakota,US,48.23104458,-100.6324822,25/03/2020,0,0,0
Georgia,US,31.49683595,-81.40163426,25/03/2020,0,0,0
North Dakota,US,46.11182017,-99.44145858,25/03/2020,0,0,0
Oklahoma,US,35.37235506,-95.66599306,25/03/2020,0,0,0
Pennsylvania,US,41.80938602,-78.56478358,25/03/2020,0,0,0
North Dakota,US,47.7413337,-103.395905,25/03/2020,0,0,0
New Mexico,US,35.5800772,-108.262245,25/03/2020,3,0,0
Illinois,US,40.48996987,-88.84621113,25/03/2020,7,1,0
Kentucky,US,37.5301951,-87.26803443,25/03/2020,0,0,0
North Dakota,US,47.60766714,-101.3182418,25/03/2020,0,0,0
Texas,US,31.55255453,-97.20217694,25/03/2020,24,0,0
Minnesota,US,44.82367677,-94.27287017,25/03/2020,0,0,0
Tennessee,US,35.42812616,-84.61520715,25/03/2020,2,0,0
Texas,US,28.35251708,-98.56769164,25/03/2020,0,0,0
Tennessee,US,35.17468549,-88.5647812,25/03/2020,0,0,0
Kansas,US,38.39184858,-97.64769869,25/03/2020,0,0,0
Nebraska,US,41.56797682,-101.0599362,25/03/2020,0,0,0
South Dakota,US,45.76626028,-99.22118798,25/03/2020,0,0,0
Kansas,US,37.23859987,-100.364831,25/03/2020,0,0,0
Kentucky,US,37.96163597,-86.21028219,25/03/2020,0,0,0
South Dakota,US,44.56676791,-102.7162741,25/03/2020,1,0,0
Montana,US,46.59907074,-110.8898557,25/03/2020,0,0,0
North Carolina,US,35.24469268,-80.8317671,25/03/2020,170,0,0
Virginia,US,36.67882005,-78.36131056,25/03/2020,3,0,0
Michigan,US,43.64064262,-85.32463223,25/03/2020,0,0,0
Ohio,US,41.11770589,-81.8998621,25/03/2020,22,0,0
Texas,US,29.3557301,-99.11030298,25/03/2020,1,0,0
Minnesota,US,45.12328869,-94.52839455,25/03/2020,0,0,0
Ohio,US,39.09224872,-82.0305041,25/03/2020,0,0,0
Tennessee,US,35.51558739,-84.81482914,25/03/2020,0,0,0
South Dakota,US,43.58078848,-100.7563186,25/03/2020,0,0,0
Illinois,US,40.02742725,-89.80246001,25/03/2020,0,0,0
Texas,US,30.88990665,-99.8204794,25/03/2020,0,0,0
California,US,39.4381191,-123.3911313,25/03/2020,2,0,0
Kentucky,US,37.94090733,-83.59985712,25/03/2020,1,0,0
Michigan,US,45.58038692,-87.55370409,25/03/2020,0,0,0
Wisconsin,US,45.00422544,-88.70950714,25/03/2020,0,0,0
California,US,37.18922369,-120.7209035,25/03/2020,2,0,0
Illinois,US,41.20596782,-90.74290052,25/03/2020,0,0,0
Kentucky,US,37.81474237,-84.87488475,25/03/2020,0,0,0
Missouri,US,40.42212303,-93.5682959,25/03/2020,0,0,0
New Jersey,US,40.28047017,-74.70479631,25/03/2020,82,0,0
North Dakota,US,47.31213126,-101.8318399,25/03/2020,0,0,0
Ohio,US,40.54043046,-84.62912742,25/03/2020,1,0,0
Pennsylvania,US,41.30248872,-80.25816981,25/03/2020,2,0,0
West Virginia,US,37.40481169,-81.11023142,25/03/2020,2,0,0
Georgia,US,33.04163534,-84.68859732,25/03/2020,1,0,0
Nebraska,US,41.16624273,-98.0374887,25/03/2020,0,0,0
New Hampshire,US,43.29662971,-71.6811573,25/03/2020,4,0,0
Colorado,US,39.01787888,-108.469799,25/03/2020,5,0,0
Kentucky,US,36.99459295,-85.63123699,25/03/2020,0,0,0
Indiana,US,40.76940965,-86.04525048,25/03/2020,1,0,0
Kansas,US,38.56383358,-94.83832189,25/03/2020,0,0,0
Ohio,US,40.0543329,-84.22871271,25/03/2020,19,1,0
Florida,US,25.6112362,-80.55170587,25/03/2020,400,0,0
Connecticut,US,41.45949668,-72.53714864,25/03/2020,15,0,0
Massachusetts,US,42.48607732,-71.39049229,25/03/2020,446,1,0
New Jersey,US,40.43629879,-74.41426991,25/03/2020,316,0,0
Virginia,US,37.63191998,-76.55064617,25/03/2020,0,0,0
Michigan,US,43.64330771,-84.38804374,25/03/2020,6,0,0
Texas,US,31.86904128,-102.0315682,25/03/2020,4,1,0
Pennsylvania,US,40.61116939,-77.61070738,25/03/2020,0,0,0
Texas,US,30.7858183,-96.97718698,25/03/2020,2,0,0
Utah,US,39.0729209,-113.1020328,25/03/2020,0,0,0
Minnesota,US,45.93705297,-93.63236823,25/03/2020,0,0,0
Arkansas,US,33.31403423,-93.89285258,25/03/2020,0,0,0
Georgia,US,31.16568912,-84.73151117,25/03/2020,2,0,0
Missouri,US,38.21450288,-92.42610898,25/03/2020,0,0,0
Iowa,US,41.03299766,-95.61920963,25/03/2020,0,0,0
Texas,US,31.49557106,-98.59272068,25/03/2020,0,0,0
Wisconsin,US,43.00486062,-87.96733172,25/03/2020,325,4,0
South Dakota,US,44.02197882,-97.60992207,25/03/2020,0,0,0
Colorado,US,37.66954283,-106.9281698,25/03/2020,0,0,0
Montana,US,47.15283992,-115.0015239,25/03/2020,0,0,0
Nevada,US,38.53841696,-118.4344506,25/03/2020,0,0,0
West Virginia,US,39.41561583,-78.94104895,25/03/2020,0,0,0
West Virginia,US,37.73048351,-82.13338365,25/03/2020,0,0,0
Idaho,US,42.85518524,-113.6357257,25/03/2020,0,0,0
South Dakota,US,43.67441641,-96.7910885,25/03/2020,13,0,0
Michigan,US,44.33772443,-85.09256478,25/03/2020,0,0,0
Arkansas,US,35.76271485,-90.0519437,25/03/2020,0,0,0
Missouri,US,36.82516239,-89.29505753,25/03/2020,0,0,0
Montana,US,47.03728583,-113.9213508,25/03/2020,6,0,0
Georgia,US,31.22483255,-84.19381821,25/03/2020,4,0,0
Iowa,US,43.35638371,-92.78887719,25/03/2020,0,0,0
Kansas,US,39.39331582,-98.20906732,25/03/2020,2,0,0
North Carolina,US,36.01059309,-82.1582442,25/03/2020,0,0,0
Texas,US,32.30623474,-100.9212058,25/03/2020,0,0,0
Alabama,US,30.78472347,-88.20842409,25/03/2020,10,0,0
California,US,41.58965602,-120.7244817,25/03/2020,0,0,0
Colorado,US,40.61810999,-108.2070876,25/03/2020,0,0,0
Arizona,US,35.70471703,-113.7577902,25/03/2020,0,0,0
Missouri,US,38.63571781,-92.57976951,25/03/2020,2,0,0
New Jersey,US,40.26549699,-74.22240686,25/03/2020,313,3,0
California,US,37.93899289,-118.8872409,25/03/2020,4,0,0
Iowa,US,42.05220391,-95.95743843,25/03/2020,0,0,0
West Virginia,US,39.63218457,-80.04766838,25/03/2020,16,0,0
Alabama,US,31.56729412,-87.36995001,25/03/2020,0,0,0
Arkansas,US,34.6815935,-91.20540287,25/03/2020,0,0,0
Florida,US,25.20904673,-81.07812416,25/03/2020,8,0,0
Georgia,US,33.014289,-83.92097166,25/03/2020,3,0,0
Illinois,US,38.27594376,-90.17761038,25/03/2020,2,0,0
Indiana,US,39.16130004,-86.52414358,25/03/2020,4,0,0
Iowa,US,41.02988815,-92.8690667,25/03/2020,0,0,0
Kentucky,US,36.71225341,-85.71596443,25/03/2020,0,0,0
Michigan,US,41.92734151,-83.53749864,25/03/2020,18,0,0
Mississippi,US,33.89236763,-88.4808438,25/03/2020,3,0,0
Missouri,US,39.49593978,-92.00043978,25/03/2020,0,0,0
New York,US,43.14638895,-77.69322942,25/03/2020,118,3,0
Ohio,US,39.72984936,-81.08464734,25/03/2020,0,0,0
Pennsylvania,US,41.05934058,-75.34031025,25/03/2020,51,1,0
Tennessee,US,35.44550387,-84.24902965,25/03/2020,2,0,0
West Virginia,US,37.56274716,-80.54577965,25/03/2020,0,0,0
Wisconsin,US,43.94641218,-90.618819,25/03/2020,1,0,0
Texas,US,33.67521893,-97.72500958,25/03/2020,0,0,0
Michigan,US,43.31082541,-85.15252824,25/03/2020,2,0,0
California,US,36.21862405,-121.2413397,25/03/2020,24,1,0
Colorado,US,37.33859579,-108.5958857,25/03/2020,0,0,0
Alabama,US,32.2206831,-86.20969272,25/03/2020,13,0,0
Arkansas,US,34.53704874,-93.65824478,25/03/2020,0,0,0
Georgia,US,32.17201038,-82.53527476,25/03/2020,0,0,0
Illinois,US,39.23198845,-89.47809254,25/03/2020,0,0,0
Indiana,US,40.04034823,-86.89335024,25/03/2020,1,0,0
Iowa,US,41.03018714,-95.15642896,25/03/2020,0,0,0
Kansas,US,37.19236568,-95.74329258,25/03/2020,0,0,0
Kentucky,US,38.03253032,-83.9145241,25/03/2020,2,0,0
Maryland,US,39.13676329,-77.20358245,25/03/2020,127,1,0
Mississippi,US,33.49419589,-89.61729103,25/03/2020,4,0,0
Missouri,US,38.94022054,-91.47000721,25/03/2020,1,0,0
New York,US,42.90123494,-74.44011632,25/03/2020,4,0,0
North Carolina,US,35.33155144,-79.90416657,25/03/2020,1,0,0
Ohio,US,39.75394919,-84.29050975,25/03/2020,14,0,0
Pennsylvania,US,40.21053671,-75.36652296,25/03/2020,219,2,0
Tennessee,US,36.49609412,-87.38550661,25/03/2020,6,0,0
Texas,US,30.30079133,-95.50572772,25/03/2020,31,0,0
Virginia,US,37.17746986,-80.37868691,25/03/2020,0,0,0
Michigan,US,45.0275929,-84.12696227,25/03/2020,0,0,0
Pennsylvania,US,41.03023987,-76.66345939,25/03/2020,4,0,0
Colorado,US,38.40214114,-108.2639022,25/03/2020,3,0,0
South Dakota,US,44.02266214,-96.67081159,25/03/2020,0,0,0
North Carolina,US,35.30885257,-79.48474178,25/03/2020,2,0,0
Tennessee,US,35.27724699,-86.36230578,25/03/2020,0,0,0
Texas,US,35.83769242,-101.8930281,25/03/2020,0,0,0
New Mexico,US,36.01095101,-104.9497716,25/03/2020,0,0,0
Louisiana,US,32.81686191,-91.80421614,25/03/2020,1,0,0
Alabama,US,34.45500589,-86.85475946,25/03/2020,5,0,0
Colorado,US,40.2627981,-103.8093302,25/03/2020,3,0,0
Georgia,US,33.59232073,-83.49129491,25/03/2020,1,0,0
Illinois,US,39.71654544,-90.20255104,25/03/2020,0,0,0
Indiana,US,39.47899078,-86.44573375,25/03/2020,5,0,0
Kentucky,US,37.92465657,-83.25558245,25/03/2020,0,0,0
Missouri,US,38.4181765,-92.88791859,25/03/2020,0,0,0
Ohio,US,39.62081738,-81.85308173,25/03/2020,0,0,0
Tennessee,US,36.13248031,-84.64880098,25/03/2020,0,0,0
Utah,US,41.08830262,-111.5727723,25/03/2020,0,0,0
West Virginia,US,39.55439028,-78.26311676,25/03/2020,0,0,0
Nebraska,US,41.71711774,-103.0061405,25/03/2020,0,0,0
Kansas,US,38.68827511,-96.65128437,25/03/2020,2,0,0
New Jersey,US,40.86095313,-74.5455371,25/03/2020,223,1,0
Texas,US,33.11304005,-94.73255695,25/03/2020,1,0,0
Minnesota,US,46.01265363,-94.27341528,25/03/2020,0,0,0
Ohio,US,40.5236356,-82.7892599,25/03/2020,0,0,0
Oregon,US,45.41846568,-119.584546,25/03/2020,0,0,0
Kansas,US,37.19141121,-101.7992519,25/03/2020,0,0,0
North Dakota,US,46.71681782,-101.2822377,25/03/2020,8,0,0
Texas,US,34.07408766,-100.779722,25/03/2020,0,0,0
Illinois,US,39.64187451,-88.62099969,25/03/2020,0,0,0
North Dakota,US,48.20197971,-102.3555315,25/03/2020,0,0,0
Minnesota,US,43.67142874,-92.75234549,25/03/2020,6,0,0
Kentucky,US,37.21425819,-87.14632053,25/03/2020,2,0,0
Oregon,US,45.54747959,-122.4169351,25/03/2020,33,2,0
Georgia,US,34.78897608,-84.74993177,25/03/2020,0,0,0
Minnesota,US,44.02216709,-95.76328482,25/03/2020,0,0,0
Oklahoma,US,34.48116015,-97.06826283,25/03/2020,0,0,0
Iowa,US,41.48370744,-91.1121697,25/03/2020,6,0,0
Georgia,US,32.50931999,-84.87142262,25/03/2020,4,0,0
Michigan,US,43.29123859,-86.15176712,25/03/2020,3,0,0
Ohio,US,39.96575964,-81.94363275,25/03/2020,0,0,0
Oklahoma,US,35.61318461,-95.37802952,25/03/2020,1,0,0
Montana,US,46.49684637,-108.39498,25/03/2020,0,0,0
Texas,US,31.62017125,-94.61803994,25/03/2020,1,0,0
Nebraska,US,41.39750195,-97.99327291,25/03/2020,0,0,0
Massachusetts,US,41.2942019,-70.08774729,25/03/2020,0,0,0
California,US,38.50735751,-122.332839,25/03/2020,2,0,0
North Carolina,US,35.96575634,-77.98422508,25/03/2020,4,0,0
Florida,US,30.61037141,-81.80297522,25/03/2020,1,0,0
New York,US,40.74066522,-73.58941873,25/03/2020,3285,17,0
Louisiana,US,31.72321584,-93.09816516,25/03/2020,2,0,0
Wyoming,US,42.96180148,-106.797885,25/03/2020,4,0,0
Arizona,US,35.3997715,-110.3218983,25/03/2020,37,0,0
Texas,US,32.04620681,-96.47428766,25/03/2020,0,0,0
Kentucky,US,37.80335779,-85.4657193,25/03/2020,1,0,0
North Dakota,US,47.9226426,-98.19038437,25/03/2020,0,0,0
Virginia,US,37.78790447,-78.88498513,25/03/2020,1,0,0
Kansas,US,39.78345387,-96.01392079,25/03/2020,0,0,0
Nebraska,US,40.38514847,-95.85433992,25/03/2020,1,0,0
Kansas,US,37.55862897,-95.30670046,25/03/2020,1,0,0
Mississippi,US,32.75339664,-89.11726492,25/03/2020,0,0,0
Kansas,US,38.47974157,-99.91547333,25/03/2020,0,0,0
Arkansas,US,33.66340119,-93.30632432,25/03/2020,0,0,0
California,US,39.30394768,-120.7627281,25/03/2020,4,0,0
Delaware,US,39.57992638,-75.64054974,25/03/2020,79,0,0
North Carolina,US,34.25758282,-77.87075626,25/03/2020,10,0,0
Connecticut,US,41.4080325,-72.93620426,25/03/2020,127,2,0
Virginia,US,37.50694406,-76.99828634,25/03/2020,0,0,0
Connecticut,US,41.48896435,-72.10430976,25/03/2020,9,0,0
Missouri,US,36.59666326,-89.66070007,25/03/2020,0,0,0
New York,US,40.7672726,-73.97152637,25/03/2020,17856,199,0
Michigan,US,43.554374,-85.80070107,25/03/2020,2,0,0
South Carolina,US,34.28629098,-81.59935761,25/03/2020,1,0,0
Rhode Island,US,41.5642026,-71.26569799,25/03/2020,9,0,0
Virginia,US,37.08166899,-76.51754109,25/03/2020,4,1,0
Arkansas,US,35.91947491,-93.21612969,25/03/2020,0,0,0
Georgia,US,33.55514538,-83.8454714,25/03/2020,7,0,0
Indiana,US,40.95610449,-87.39635768,25/03/2020,0,0,0
Mississippi,US,32.40021118,-89.11843336,25/03/2020,1,0,0
Missouri,US,36.90519407,-94.3394104,25/03/2020,1,0,0
Texas,US,30.78548982,-93.74408813,25/03/2020,0,0,0
Idaho,US,46.32638236,-116.7500975,25/03/2020,1,0,0
New York,US,43.19898042,-78.74777412,25/03/2020,12,0,0
Kentucky,US,38.33342292,-84.01889177,25/03/2020,0,0,0
West Virginia,US,38.29617706,-80.79759588,25/03/2020,0,0,0
Minnesota,US,44.35291112,-94.24710352,25/03/2020,3,0,0
Wyoming,US,43.05607708,-104.4758896,25/03/2020,0,0,0
Indiana,US,41.39672484,-85.41966713,25/03/2020,1,0,0
Ohio,US,39.76818851,-81.45937183,25/03/2020,0,0,0
Oklahoma,US,36.38953329,-97.22928674,25/03/2020,2,0,0
Minnesota,US,43.67434621,-95.75329576,25/03/2020,0,0,0
Missouri,US,40.36079813,-94.88133008,25/03/2020,0,0,0
Texas,US,32.30365282,-100.4060208,25/03/2020,0,0,0
Alaska,US,64.90320724,-164.0353804,25/03/2020,0,0,0
Massachusetts,US,42.16073095,-71.20530408,25/03/2020,222,1,0
Virginia,US,36.89934014,-76.26420872,25/03/2020,8,0,0
Minnesota,US,47.32628443,-96.45620947,25/03/2020,0,0,0
Alaska,US,69.31479216,-153.4836093,25/03/2020,0,0,0
North Carolina,US,36.41736238,-77.39769443,25/03/2020,1,0,0
Pennsylvania,US,40.75182733,-75.30471829,25/03/2020,44,3,0
Virginia,US,37.34062933,-75.87751591,25/03/2020,0,0,0
Pennsylvania,US,40.84785433,-76.70798222,25/03/2020,0,0,0
Virginia,US,37.89202088,-76.41949732,25/03/2020,0,0,0
Alaska,US,67.04919196,-159.7503946,25/03/2020,0,0,0
Kansas,US,39.78443827,-99.90286639,25/03/2020,0,0,0
Virginia,US,36.93357076,-82.62750411,25/03/2020,0,0,0
Virginia,US,37.1435975,-78.05065922,25/03/2020,1,0,0
Oklahoma,US,36.79843529,-95.61902331,25/03/2020,0,0,0
Mississippi,US,33.11009499,-88.56949061,25/03/2020,1,0,0
Nebraska,US,40.17637905,-98.04743961,25/03/2020,0,0,0
Texas,US,27.736286,-97.5433285,25/03/2020,10,0,0
Nevada,US,38.04264256,-116.4722702,25/03/2020,1,0,0
Iowa,US,43.08310673,-95.62474482,25/03/2020,0,0,0
Michigan,US,42.66090111,-83.38595416,25/03/2020,543,10,0
Tennessee,US,36.35732446,-89.14921589,25/03/2020,0,0,0
New Jersey,US,39.8895449,-74.28089251,25/03/2020,222,1,0
Michigan,US,43.64124435,-86.26726673,25/03/2020,0,0,0
Texas,US,36.27829105,-100.8158184,25/03/2020,0,0,0
Georgia,US,33.83749973,-83.43679568,25/03/2020,5,0,0
South Carolina,US,34.75225169,-83.06742317,25/03/2020,2,0,0
Wisconsin,US,45.02715345,-88.26807503,25/03/2020,0,0,0
Michigan,US,44.33481032,-84.12725175,25/03/2020,0,0,0
South Dakota,US,43.33749164,-102.5555498,25/03/2020,0,0,0
Illinois,US,42.04165196,-89.32184679,25/03/2020,0,0,0
Georgia,US,33.8786296,-83.08278123,25/03/2020,0,0,0
Indiana,US,38.955305,-84.96515993,25/03/2020,1,0,0
Kentucky,US,37.47751843,-86.85368087,25/03/2020,0,0,0
West Virginia,US,40.0955451,-80.62203992,25/03/2020,0,0,0
Florida,US,30.69143028,-86.59267105,25/03/2020,16,0,0
Washington,US,48.54855019,-119.7387224,25/03/2020,0,0,0
Florida,US,27.3863362,-80.88944347,25/03/2020,0,0,0
Oklahoma,US,35.46485198,-96.32639984,25/03/2020,0,0,0
Oklahoma,US,35.55140095,-97.40716948,25/03/2020,55,2,0
Oklahoma,US,35.64661916,-95.96432828,25/03/2020,0,0,0
Mississippi,US,33.42491685,-88.87905132,25/03/2020,7,0,0
Kentucky,US,38.39791089,-85.448222,25/03/2020,1,0,0
Texas,US,35.40425596,-102.6027606,25/03/2020,1,1,0
North Dakota,US,47.11530482,-101.3406158,25/03/2020,0,0,0
Minnesota,US,44.00374114,-92.40209944,25/03/2020,21,0,0
Idaho,US,42.1949428,-112.5407838,25/03/2020,0,0,0
New York,US,43.24375382,-75.43710392,25/03/2020,10,0,0
